FIPS County Code,medinc_23p2,medinc_23p3,medinc_23p4
001,59600,67000,74400
003,72400,81500,90500
005,52200,58700,65200
007,71900,80900,89800
009,71900,80900,89800
011,52200,58700,65200
013,52200,58700,65200
015,58300,65600,72800
017,52200,58700,65200
019,52200,58700,65200
021,53600,60300,66900
023,52200,58700,65200
025,52200,58700,65200
027,52200,58700,65200
029,52900,59500,66100
031,63600,71600,79500
033,57800,65000,72200
035,52200,58700,65200
037,52200,58700,65200
039,53600,60300,66900
041,54400,61200,68000
043,54300,61100,67800
045,54000,60800,67500
047,52200,58700,65200
049,52200,58700,65200
051,59600,67000,74400
053,52200,58700,65200
055,52600,59200,65700
057,52200,58700,65200
059,52200,58700,65200
061,54400,61200,68000
063,52200,58700,65200
065,65700,73900,82100
067,57200,64300,71400
069,54400,61200,68000
071,52200,58700,65200
073,71900,80900,89800
075,52200,58700,65200
077,57800,65000,72200
079,59800,67300,74700
081,67200,75600,83900
083,78500,88300,98100
085,59600,67000,74400
087,52200,58700,65200
089,78500,88300,98100
091,52400,59000,65500
093,52200,58700,65200
095,53700,60400,67100
097,55300,62200,69100
099,52200,58700,65200
101,59600,67000,74400
103,59800,67300,74700
105,52200,58700,65200
107,52200,58700,65200
109,52200,58700,65200
111,52200,58700,65200
113,57200,64400,71500
115,71900,80900,89800
117,71900,80900,89800
119,52200,58700,65200
121,52200,58700,65200
123,53600,60300,66900
125,65700,73900,82100
127,54100,60900,67600
129,52200,58700,65200
131,52200,58700,65200
133,52200,58700,65200
013,75200,84600,94000
016,90000,101200,112400
020,97900,110100,122300
050,83900,94400,104800
060,83100,93500,103800
063,89500,100700,111800
066,83800,94300,104700
068,99600,112100,124500
070,75200,84600,94000
090,78900,88800,98600
100,77900,87600,97300
105,75200,84600,94000
110,97800,110000,122200
122,83400,93800,104200
130,84600,95200,105700
150,87600,98500,109400
158,75200,84600,94000
164,75200,84600,94000
170,80400,90400,100400
180,75200,84600,94000
185,79600,89500,99400
188,77900,87600,97300
195,76100,85600,95100
198,75200,84600,94000
220,86600,97400,108200
230,78400,88200,97900
240,75200,84600,94000
275,75200,84600,94000
282,75200,84600,94000
290,75200,84600,94000
001,46900,52800,58600
003,54700,61500,68300
005,72800,81900,90900
007,51000,57400,63700
009,56000,63000,70000
011,60800,68400,75900
012,49700,55900,62100
013,74800,84200,93500
015,52600,59200,65700
017,46900,52800,58600
019,65000,73100,81200
021,74800,84200,93500
023,46900,52800,58600
025,60400,68000,75500
027,48400,54500,60500
001,51500,57900,64300
003,50800,57100,63400
005,50800,57100,63400
007,70900,79800,88600
009,51000,57400,63700
011,50800,57100,63400
013,52200,58700,65200
015,53300,60000,66600
017,50800,57100,63400
019,55300,62200,69100
021,50800,57100,63400
023,51200,57600,64000
025,51000,57400,63700
027,50800,57100,63400
029,51600,58100,64500
031,55900,62900,69800
033,51400,57800,64200
035,64800,72900,81000
037,53900,60600,67300
039,51000,57400,63700
041,50800,57100,63400
043,53600,60300,66900
045,66400,74700,83000
047,51000,57400,63700
049,50800,57100,63400
051,51200,57600,64000
053,60700,68300,75800
055,52200,58700,65200
057,51000,57400,63700
059,51000,57400,63700
061,50800,57100,63400
063,51300,57700,64100
065,50800,57100,63400
067,50800,57100,63400
069,51000,57400,63700
071,50800,57100,63400
073,50800,57100,63400
075,50800,57100,63400
077,50800,57100,63400
079,51000,57400,63700
081,54200,61000,67700
083,50800,57100,63400
085,66400,74700,83000
087,70900,79800,88600
089,50800,57100,63400
091,57700,64900,72100
093,50800,57100,63400
095,51000,57400,63700
097,50800,57100,63400
099,50800,57100,63400
101,51000,57400,63700
103,50800,57100,63400
105,66400,74700,83000
107,50800,57100,63400
109,51000,57400,63700
111,50800,57100,63400
113,50800,57100,63400
115,51200,57600,64000
117,51200,57600,64000
119,66400,74700,83000
121,50800,57100,63400
123,50800,57100,63400
125,66400,74700,83000
127,50800,57100,63400
129,50800,57100,63400
131,51400,57800,64200
133,51900,58400,64800
135,50800,57100,63400
137,50800,57100,63400
139,52800,59400,66000
141,50800,57100,63400
143,70900,79800,88600
145,51600,58100,64500
147,51000,57400,63700
149,51000,57400,63700
001,118400,133200,147900
003,76900,86500,96100
005,73400,82600,91700
007,66000,74300,82500
009,76300,85800,95300
011,66000,74300,82500
013,118400,133200,147900
015,66000,74300,82500
017,85800,96500,107200
019,66000,74300,82500
021,66000,74300,82500
023,66000,74300,82500
025,66000,74300,82500
027,68400,76900,85400
029,66000,74300,82500
031,66000,74300,82500
033,66000,74300,82500
035,67100,75500,83800
037,100900,113500,126100
039,66000,74300,82500
041,148700,167300,185800
043,66000,74300,82500
045,68000,76500,85000
047,66000,74300,82500
049,66000,74300,82500
051,68000,76500,85000
053,96400,108400,120400
055,106800,120200,133500
057,83400,93800,104200
059,114800,129200,143500
061,85800,96500,107200
063,67100,75500,83800
065,74600,83900,93200
067,85800,96500,107200
069,89100,100200,111300
071,74600,83900,93200
073,110300,124100,137800
075,148700,167300,185800
077,70200,79000,87700
079,92700,104300,115800
081,148700,167300,185800
083,118400,133200,147900
085,142800,160600,178400
087,131800,148300,164700
089,67200,75600,84000
091,68400,77000,85500
093,66000,74300,82500
095,91600,103000,114400
097,100700,113300,125800
099,67600,76000,84400
101,66000,74300,82500
103,66000,74300,82500
105,66000,74300,82500
107,66000,74300,82500
109,70500,79300,88100
111,106300,119600,132800
113,84000,94500,104900
115,66000,74300,82500
001,99300,111700,124100
003,69600,78300,87000
005,99300,111700,124100
007,69600,78300,87000
009,69600,78300,87000
011,69600,78300,87000
013,106300,119600,132800
014,99300,111700,124100
015,69600,78300,87000
017,72400,81400,90400
019,99300,111700,124100
021,69600,78300,87000
023,69600,78300,87000
025,69600,78300,87000
027,69600,78300,87000
029,69600,78300,87000
031,99300,111700,124100
033,69600,78300,87000
035,99300,111700,124100
037,94700,106500,118300
039,99300,111700,124100
041,78000,87800,97500
043,69600,78300,87000
045,79400,89300,99200
047,99300,111700,124100
049,74700,84000,93300
051,75000,84400,93700
053,69600,78300,87000
055,69600,78300,87000
057,69600,78300,87000
059,99300,111700,124100
061,69600,78300,87000
063,69600,78300,87000
065,69600,78300,87000
067,83200,93600,103900
069,90900,102300,113600
071,69600,78300,87000
073,69600,78300,87000
075,69600,78300,87000
077,69600,78300,87000
079,69600,78300,87000
081,69600,78300,87000
083,69600,78300,87000
085,69600,78300,87000
087,69600,78300,87000
089,69600,78300,87000
091,74500,83800,93100
093,99300,111700,124100
095,69600,78300,87000
097,91500,102900,114300
099,69600,78300,87000
101,69600,78300,87000
103,71400,80300,89200
105,69600,78300,87000
107,86700,97500,108300
109,69600,78300,87000
111,69600,78300,87000
113,79800,89800,99700
115,69600,78300,87000
117,88700,99800,110800
119,74900,84300,93600
121,69600,78300,87000
123,83900,94400,104800
125,69600,78300,87000
001,109800,123500,137200
001,94000,105700,117400
001,109800,123500,137200
001,109800,123500,137200
001,137100,154200,171300
001,94000,105700,117400
001,94000,105700,117400
001,137100,154200,171300
001,94000,105700,117400
001,137100,154200,171300
001,109800,123500,137200
001,109800,123500,137200
001,137100,154200,171300
001,109800,123500,137200
001,109800,123500,137200
001,94000,105700,117400
001,109800,123500,137200
001,137100,154200,171300
001,94000,105700,117400
001,94000,105700,117400
001,137100,154200,171300
001,137100,154200,171300
001,137100,154200,171300
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
003,94500,106300,118100
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
005,91800,103300,114700
007,94500,106300,118100
007,105800,119000,132200
007,94500,106300,118100
007,105800,119000,132200
007,94500,106300,118100
007,94500,106300,118100
007,94500,106300,118100
007,105800,119000,132200
007,94500,106300,118100
007,105800,119000,132200
007,94500,106300,118100
007,94500,106300,118100
007,105800,119000,132200
007,94500,106300,118100
007,105800,119000,132200
009,96300,108300,120300
009,96300,108300,120300
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,96300,108300,120300
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,96300,108300,120300
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,96300,108300,120300
009,91800,103300,114700
009,96300,108300,120300
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
009,91800,103300,114700
011,91800,103300,114700
011,108900,122500,136100
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,108900,122500,136100
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
011,91800,103300,114700
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
013,94500,106300,118100
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
015,91800,103300,114700
001,65400,73600,81700
003,89300,100500,111600
005,71200,80100,88900
001,120600,135700,150700
001,69400,78100,86700
003,68800,77400,86000
005,63000,70900,78700
007,51400,57800,64200
009,68800,77400,86000
011,76800,86400,96000
013,52400,59000,65500
015,61400,69100,76700
017,52400,59000,65500
019,70800,79700,88500
021,79900,89900,99800
023,55500,62400,69300
027,51400,57800,64200
029,51400,57800,64200
031,70800,79700,88500
033,65500,73700,81800
035,63200,71100,79000
037,52400,58900,65400
039,68800,77400,86000
041,69400,78100,86700
043,51400,57800,64200
045,52200,58700,65200
047,51400,57800,64200
049,51400,57800,64200
051,51400,57800,64200
053,69600,78300,86900
055,52400,59000,65500
057,69600,78300,86900
059,51400,57800,64200
061,63400,71300,79200
063,51400,57800,64200
065,68800,77400,86000
067,54000,60800,67500
069,70300,79100,87800
071,68100,76600,85100
073,68800,77400,86000
075,51400,57800,64200
077,51400,57800,64200
079,51400,57800,64200
081,73200,82300,91400
083,52700,59300,65800
085,67800,76300,84700
086,82600,92900,103200
087,86800,97700,108500
089,70800,79700,88500
091,74500,83800,93100
093,51400,57800,64200
095,70300,79100,87800
097,70300,79100,87800
099,78000,87700,97400
101,69600,78300,86900
103,69600,78300,86900
105,57200,64300,71400
107,51400,57800,64200
109,70800,79700,88500
111,67800,76300,84700
113,65500,73700,81800
115,73200,82300,91400
117,70300,79100,87800
119,63800,71800,79700
121,51400,57800,64200
123,51400,57800,64200
125,51400,57800,64200
127,62000,69700,77400
129,66800,75100,83400
131,66000,74200,82400
133,51400,57800,64200
001,52000,58500,65000
003,52000,58500,65000
005,52000,58500,65000
007,52800,59400,65900
009,53600,60300,67000
011,53600,60300,67000
013,81700,91900,102100
015,81700,91900,102100
017,52000,58500,65000
019,52000,58500,65000
021,53700,60400,67100
023,52800,59400,66000
025,56400,63400,70400
027,54300,61100,67800
029,70700,79500,88300
031,52700,59300,65800
033,62400,70200,78000
035,52000,58500,65000
037,52000,58500,65000
039,59100,66500,73800
043,52000,58500,65000
045,81700,91900,102100
047,63700,71700,79600
049,52000,58500,65000
051,70700,79500,88300
053,57200,64400,71500
055,52000,58500,65000
057,81700,91900,102100
059,65200,73300,81400
061,52000,58500,65000
063,81700,91900,102100
065,52000,58500,65000
067,81700,91900,102100
069,52000,58500,65000
071,52000,58500,65000
073,62400,70200,78000
075,52000,58500,65000
077,81700,91900,102100
079,53700,60400,67100
081,52000,58500,65000
083,63700,71700,79600
085,81700,91900,102100
087,52000,58500,65000
089,81700,91900,102100
091,52000,58500,65000
093,52000,58500,65000
095,52800,59400,65900
097,81700,91900,102100
099,52000,58500,65000
101,54300,61100,67800
103,70700,79500,88300
105,52000,58500,65000
107,52000,58500,65000
109,52000,58500,65000
111,55300,62200,69100
113,81700,91900,102100
115,52800,59400,66000
117,81700,91900,102100
119,52000,58500,65000
121,81700,91900,102100
123,57700,64900,72100
125,53700,60400,67100
127,56400,63400,70400
129,52000,58500,65000
131,52000,58500,65000
133,62200,70000,77700
135,81700,91900,102100
137,57700,64900,72100
139,70000,78700,87400
141,52000,58500,65000
143,55200,62100,69000
145,57200,64400,71500
147,53800,60500,67200
149,81700,91900,102100
151,81700,91900,102100
153,69700,78400,87100
155,52000,58500,65000
157,71600,80600,89500
159,81700,91900,102100
161,52000,58500,65000
163,52000,58500,65000
165,52000,58500,65000
167,52000,58500,65000
169,53700,60400,67100
171,56900,64000,71100
173,54300,61100,67800
175,52000,58500,65000
177,52800,59400,65900
179,52300,58800,65300
181,54400,61200,68000
183,55200,62100,68900
185,54300,61100,67800
187,59400,66800,74200
189,62400,70200,78000
191,56400,63400,70400
193,52000,58500,65000
195,65200,73300,81400
197,57200,64400,71500
199,52000,58500,65000
201,52000,58500,65000
205,52000,58500,65000
207,68400,76900,85400
209,52000,58500,65000
211,66800,75200,83500
213,52000,58500,65000
215,57200,64400,71500
217,81700,91900,102100
219,65200,73300,81400
221,65200,73300,81400
223,81700,91900,102100
225,53600,60300,67000
227,81700,91900,102100
229,52000,58500,65000
231,81700,91900,102100
233,53200,59900,66500
235,52000,58500,65000
237,59200,66600,73900
239,52000,58500,65000
241,52000,58500,65000
243,52000,58500,65000
245,62400,70200,78000
247,81700,91900,102100
249,52000,58500,65000
251,52000,58500,65000
253,52000,58500,65000
255,81700,91900,102100
257,52700,59300,65800
259,52000,58500,65000
261,52000,58500,65000
263,52000,58500,65000
265,52000,58500,65000
267,52000,58500,65000
269,52000,58500,65000
271,52000,58500,65000
273,52800,59400,65900
275,52000,58500,65000
277,53200,59800,66400
279,52000,58500,65000
281,52000,58500,65000
283,53600,60300,66900
285,55900,62900,69800
287,52000,58500,65000
289,53700,60400,67100
291,57600,64800,72000
293,52000,58500,65000
295,63700,71700,79600
297,81700,91900,102100
299,52000,58500,65000
301,52000,58500,65000
303,52000,58500,65000
305,52000,58500,65000
307,52000,58500,65000
309,52000,58500,65000
311,54900,61800,68600
313,54400,61200,68000
315,52000,58500,65000
317,52000,58500,65000
319,52000,58500,65000
321,52800,59400,65900
001,80700,90800,100800
003,104800,117900,131000
005,95900,107900,119800
007,96600,108700,120700
009,92700,104300,115800
001,71300,80200,89100
003,56400,63500,70500
005,61800,69500,77200
007,63200,71100,78900
009,56400,63400,70400
011,60900,68500,76100
013,67200,75600,83900
015,71300,80200,89100
017,61100,68700,76300
019,68400,76900,85400
021,60700,68300,75800
023,56400,63400,70400
025,56400,63400,70400
027,71300,80200,89100
029,61600,69300,77000
031,56800,63900,70900
033,56400,63400,70400
035,56400,63400,70400
037,56400,63400,70400
039,56400,63400,70400
041,70000,78700,87400
043,60700,68300,75800
045,56400,63400,70400
047,57700,64900,72100
049,56400,63400,70400
051,68400,76900,85400
053,56400,63400,70400
055,62800,70600,78400
057,66800,75200,83500
059,56400,63400,70400
061,56400,63400,70400
063,56400,63400,70400
065,56400,63400,70400
067,56400,63400,70400
069,67800,76300,84700
071,58200,65500,72700
073,71300,80200,89100
075,59800,67300,74700
077,60500,68100,75600
079,56400,63400,70400
081,72400,81400,90400
083,61700,69400,77100
085,66300,74600,82800
087,56400,63400,70400
001,67200,75600,84000
003,60400,67900,75400
005,65900,74100,82300
007,66000,74200,82400
009,71500,80400,89300
011,66500,74800,83100
013,80400,90500,100500
015,64500,72600,80600
017,64300,72300,80300
019,77400,87100,96700
021,64300,72300,80300
023,64300,72300,80300
025,64300,72300,80300
027,80400,90500,100500
029,64300,72300,80300
031,88300,99300,110300
033,64300,72300,80300
035,66500,74800,83100
037,73600,82800,92000
039,65300,73500,81600
041,64500,72600,80600
043,88300,99300,110300
045,64300,72300,80300
047,64700,72800,80800
049,69000,77600,86200
051,64300,72300,80300
053,69200,77800,86400
055,64300,72300,80300
057,64300,72300,80300
059,64300,72300,80300
061,64300,72300,80300
063,82700,93000,103300
065,64300,72300,80300
067,64300,72300,80300
069,64300,72300,80300
071,64300,72300,80300
073,70800,79600,88400
075,64500,72600,80600
077,64300,72300,80300
079,64500,72600,80600
081,64300,72300,80300
083,80400,90500,100500
085,70000,78800,87500
087,64300,72300,80300
089,88300,99300,110300
091,65900,74100,82300
093,89600,100800,111900
095,64300,72300,80300
097,88300,99300,110300
099,65600,73800,82000
101,64300,72300,80300
103,71200,80100,89000
105,66900,75300,83600
107,68000,76500,85000
109,66100,74400,82600
111,88300,99300,110300
113,88300,99300,110300
115,65100,73200,81300
117,64500,72600,80600
119,80400,90500,100500
121,64300,72300,80300
123,72300,81300,90300
125,64300,72300,80300
127,64300,72300,80300
129,79500,89400,99300
131,70800,79600,88400
133,80400,90500,100500
135,64300,72300,80300
137,64300,72300,80300
139,67200,75600,84000
141,70600,79400,88200
143,72300,81300,90300
145,64300,72300,80300
147,77400,87100,96700
149,64300,72300,80300
151,64300,72300,80300
153,64300,72300,80300
155,72900,82000,91100
157,65200,73300,81400
159,64300,72300,80300
161,70800,79600,88400
163,80400,90500,100500
165,64300,72300,80300
167,79500,89400,99300
169,64300,72300,80300
171,65900,74100,82300
173,64300,72300,80300
175,72300,81300,90300
177,64300,72300,80300
179,72300,81300,90300
181,64300,72300,80300
183,64300,72300,80300
185,66000,74300,82500
187,64300,72300,80300
189,73900,83100,92300
191,64300,72300,80300
193,64300,72300,80300
195,64500,72600,80600
197,88300,99300,110300
199,65700,73900,82100
201,66000,74200,82400
203,72300,81300,90300
001,63200,71100,78900
003,67000,75400,83700
005,73200,82300,91400
007,67000,75400,83700
009,63200,71100,78900
011,77400,87100,96700
013,77400,87100,96700
015,63200,71100,78900
017,63200,71100,78900
019,71800,80800,89700
021,63200,71100,78900
023,63200,71100,78900
025,63200,71100,78900
027,63200,71100,78900
029,80900,91000,101100
031,63200,71100,78900
033,64300,72300,80300
035,63200,71100,78900
037,70200,79000,87700
039,64000,72000,79900
041,63200,71100,78900
043,71800,80800,89700
045,63200,71100,78900
047,65100,73200,81300
049,63200,71100,78900
051,66500,74800,83100
053,63200,71100,78900
055,63200,71100,78900
057,77400,87100,96700
059,77400,87100,96700
061,71800,80800,89700
063,77400,87100,96700
065,63200,71100,78900
067,63200,71100,78900
069,63200,71100,78900
071,63200,71100,78900
073,68400,77000,85500
075,63200,71100,78900
077,63200,71100,78900
079,63200,71100,78900
081,77400,87100,96700
083,63200,71100,78900
085,67900,76400,84800
087,67200,75600,84000
089,71500,80400,89300
091,64900,73000,81100
093,63200,71100,78900
095,63300,71200,79100
097,77400,87100,96700
099,63200,71100,78900
101,63200,71100,78900
103,63200,71100,78900
105,72300,81300,90300
107,63200,71100,78900
109,77400,87100,96700
111,71500,80400,89300
113,63200,71100,78900
115,80900,91000,101100
117,63200,71100,78900
119,63200,71100,78900
121,63200,71100,78900
123,63200,71100,78900
125,63200,71100,78900
127,71500,80400,89300
129,69900,78600,87300
131,63200,71100,78900
133,68400,76900,85400
135,63200,71100,78900
137,66300,74600,82800
139,63200,71100,78900
141,66100,74400,82600
143,63200,71100,78900
145,77400,87100,96700
147,70000,78800,87500
149,63200,71100,78900
151,66000,74300,82500
153,63200,71100,78900
155,63200,71100,78900
157,67000,75400,83700
159,69600,78300,86900
161,63200,71100,78900
163,69900,78600,87300
165,63200,71100,78900
167,63200,71100,78900
169,63200,71100,78900
171,67400,75800,84200
173,69900,78600,87300
175,63200,71100,78900
177,63200,71100,78900
179,67600,76100,84500
181,63200,71100,78900
183,67000,75400,83700
001,68000,76500,85000
003,66800,75200,83500
005,66800,75200,83500
007,66800,75200,83500
009,66800,75200,83500
011,76300,85800,95300
013,70300,79100,87800
015,72900,82000,91100
017,78900,88800,98600
019,73200,82400,91500
021,66800,75200,83500
023,66800,75200,83500
025,66800,75200,83500
027,72000,81000,90000
029,66800,75200,83500
031,79100,89000,98800
033,68000,76500,85000
035,68800,77400,86000
037,72300,81300,90300
039,66800,75200,83500
041,66800,75200,83500
043,66800,75200,83500
045,66800,75200,83500
047,67200,75600,83900
049,83500,93900,104300
051,72000,81000,89900
053,66800,75200,83500
055,71600,80600,89500
057,66800,75200,83500
059,72800,81900,91000
061,74100,83400,92600
063,66800,75200,83500
065,66800,75200,83500
067,66800,75200,83500
069,66800,75200,83500
071,66800,75200,83500
073,66800,75200,83500
075,70300,79100,87800
077,83500,93900,104300
079,69100,77700,86300
081,68000,76500,84900
083,66800,75200,83500
085,80600,90700,100700
087,66800,75200,83500
089,66800,75200,83500
091,67200,75600,83900
093,69100,77700,86300
095,68800,77400,85900
097,68300,76800,85300
099,66800,75200,83500
101,66800,75200,83500
103,92400,103900,115400
105,70700,79500,88300
107,66800,75200,83500
109,66800,75200,83500
111,66800,75200,83500
113,75700,85200,94600
115,67500,75900,84300
117,66800,75200,83500
119,70800,79700,88500
121,83500,93900,104300
123,66800,75200,83500
125,71200,80100,89000
127,66800,75200,83500
129,80600,90700,100700
131,66800,75200,83500
133,66800,75200,83500
135,68000,76500,85000
137,66800,75200,83500
139,67400,75800,84200
141,68100,76600,85100
143,66800,75200,83500
145,66800,75200,83500
147,66900,75300,83600
149,76100,85600,95100
151,68300,76800,85300
153,83500,93900,104300
155,80600,90700,100700
157,70200,79000,87700
159,66800,75200,83500
161,66800,75200,83500
163,70800,79600,88400
165,71500,80400,89300
167,76400,85900,95400
169,85200,95800,106400
171,66900,75300,83600
173,66800,75200,83500
175,67800,76300,84700
177,66800,75200,83500
179,66800,75200,83500
181,83500,93900,104300
183,71200,80100,88900
185,66800,75200,83500
187,66800,75200,83500
189,66800,75200,83500
191,72900,82000,91100
193,69100,77700,86300
195,68400,77000,85500
197,66800,75200,83500
001,61700,69400,77100
003,61800,69500,77200
005,61700,69400,77100
007,62200,70000,77700
009,63600,71600,79500
011,61700,69400,77100
013,61700,69400,77100
015,68100,76600,85100
017,61700,69400,77100
019,61700,69400,77100
021,61700,69400,77100
023,62000,69700,77400
025,62200,70000,77700
027,64000,72000,79900
029,61700,69400,77100
031,71900,80900,89800
033,65600,73800,82000
035,61700,69400,77100
037,61700,69400,77100
039,62000,69700,77400
041,61700,69400,77100
043,61900,69600,77300
045,75700,85200,94600
047,61700,69400,77100
049,61700,69400,77100
051,70800,79600,88400
053,67200,75600,83900
055,63200,71100,78900
057,61700,69400,77100
059,64300,72300,80300
061,61700,69400,77100
063,61700,69400,77100
065,61700,69400,77100
067,69200,77800,86400
069,68400,77000,85500
071,61700,69400,77100
073,61700,69400,77100
075,61700,69400,77100
077,61700,69400,77100
079,68100,76600,85100
081,61700,69400,77100
083,70400,79200,87900
085,69700,78400,87100
087,69700,78400,87100
089,61700,69400,77100
091,82000,92300,102500
093,61700,69400,77100
095,64000,72000,79900
097,62200,70000,77700
099,61700,69400,77100
101,66100,74400,82600
103,82000,92300,102500
105,62200,70000,77700
107,82000,92300,102500
109,62200,70000,77700
111,61700,69400,77100
113,67600,76000,84400
115,63200,71100,79000
117,62800,70600,78400
119,65700,73900,82100
121,82000,92300,102500
123,61700,69400,77100
125,61700,69400,77100
127,64000,72000,79900
129,61700,69400,77100
131,74000,83300,92500
133,61700,69400,77100
135,61700,69400,77100
137,61700,69400,77100
139,69700,78400,87100
141,64000,72000,79900
143,67000,75400,83700
145,61700,69400,77100
147,61700,69400,77100
149,72100,81100,90100
151,62200,70000,77700
153,65200,73400,81500
155,61700,69400,77100
157,62200,70000,77700
159,62000,69700,77400
161,72100,81100,90100
163,61700,69400,77100
165,62900,70800,78600
167,62200,70000,77700
169,66000,74200,82400
171,65200,73400,81500
173,68100,76600,85100
175,61700,69400,77100
177,69700,78400,87100
179,69000,77600,86200
181,61700,69400,77100
183,61700,69400,77100
185,62200,70000,77700
187,61700,69400,77100
189,62200,70000,77700
191,65300,73500,81600
193,67600,76100,84500
195,69800,78500,87200
197,69700,78400,87100
199,74600,83900,93200
201,61700,69400,77100
203,62200,70000,77700
205,61700,69400,77100
207,61700,69400,77100
209,82000,92300,102500
001,51400,57800,64200
003,52300,58800,65300
005,63700,71700,79600
007,53600,60300,67000
009,51400,57800,64200
011,51400,57800,64200
013,51400,57800,64200
015,80900,91000,101100
017,71500,80400,89300
019,55400,62300,69200
021,53900,60600,67300
023,80900,91000,101100
025,51400,57800,64200
027,59200,66600,73900
029,71800,80800,89700
031,52300,58800,65300
033,56400,63400,70400
035,55100,62000,68800
037,80900,91000,101100
039,52000,58500,64900
041,51400,57800,64200
043,51400,57800,64200
045,51400,57800,64200
047,58400,65700,73000
049,71500,80400,89300
051,51400,57800,64200
053,51400,57800,64200
055,55900,62900,69800
057,51400,57800,64200
059,61000,68600,76200
061,62200,70000,77700
063,51400,57800,64200
065,51400,57800,64200
067,71500,80400,89300
069,51400,57800,64200
071,51400,57800,64200
073,67100,75500,83800
075,51400,57800,64200
077,80900,91000,101100
079,60000,67500,74900
081,53100,59700,66300
083,55500,62400,69300
085,51400,57800,64200
087,51400,57800,64200
089,55400,62300,69200
091,61000,68600,76200
093,61800,69500,77200
095,51400,57800,64200
097,59800,67300,74700
099,51400,57800,64200
101,69900,78600,87300
103,71800,80800,89700
105,53100,59700,66300
107,53800,60500,67200
109,51400,57800,64200
111,71800,80800,89700
113,71500,80400,89300
115,51400,57800,64200
117,80900,91000,101100
119,51400,57800,64200
121,51400,57800,64200
123,61800,69500,77200
125,51400,57800,64200
127,51400,57800,64200
129,51400,57800,64200
131,51400,57800,64200
133,51400,57800,64200
135,51400,57800,64200
137,51400,57800,64200
139,54900,61800,68600
141,53900,60600,67300
143,59600,67000,74400
145,60300,67800,75300
147,51400,57800,64200
149,61000,68600,76200
151,61200,68800,76400
153,51400,57800,64200
155,53900,60600,67300
157,64700,72800,80800
159,51400,57800,64200
161,57300,64500,71600
163,65600,73800,82000
165,51400,57800,64200
167,61900,69600,77300
169,51400,57800,64200
171,51400,57800,64200
173,52100,58600,65100
175,51400,57800,64200
177,52400,59000,65500
179,68100,76600,85100
181,52000,58500,64900
183,51400,57800,64200
185,71800,80800,89700
187,52400,59000,65500
189,51400,57800,64200
191,80900,91000,101100
193,51400,57800,64200
195,51400,57800,64200
197,51400,57800,64200
199,51400,57800,64200
201,52900,59500,66100
203,51400,57800,64200
205,51400,57800,64200
207,51400,57800,64200
209,71500,80400,89300
211,74200,83500,92700
213,55300,62200,69100
215,71800,80800,89700
217,51400,57800,64200
219,51400,57800,64200
221,58400,65700,73000
223,61700,69400,77100
225,52300,58800,65300
227,62200,70000,77700
